name,id,URL,info
Sri Lanka,144,https://www.worldometers.info//img/flags/small/tn_ce-flag.gif,"Sri Lanka, an island nation in South Asia, is known for its ancient Buddhist ruins such as Sigiriya, beautiful tea plantations in the central highlands, diverse wildlife in national parks like Yala, and palm-fringed beaches."
Sudan,729,https://www.worldometers.info//img/flags/small/tn_su-flag.gif,"Sudan, located in northeastern Africa, is known for its rich history and archaeological sites like the pyramids of Meroe, the Nubian culture, the Nile River, and the challenges of post-independence nation-building."
Suriname,740,https://www.worldometers.info//img/flags/small/tn_ns-flag.gif,"Suriname, located on the northeastern coast of South America, is known for its pristine rainforests, diverse ethnic makeup, historic capital city Paramaribo with its colonial architecture, and as a biodiversity hotspot."
Swaziland,748,https://www.worldometers.info//img/flags/small/tn_wz-flag.gif,"Eswatini, formerly known as Swaziland, is a landlocked country in Southern Africa known for its traditional Swazi culture and festivals, beautiful mountain landscapes in the Ezulwini Valley, and its wildlife reserves, including Hlane Royal National Park."
Sweden,752,https://www.worldometers.info//img/flags/small/tn_sw-flag.gif,"Sweden, located in Northern Europe, is known for its stunning natural beauty, including the Stockholm Archipelago and the Northern Lights, innovative design and technology, a strong welfare system, and a high quality of life."
Switzerland,756,https://www.worldometers.info//img/flags/small/tn_sz-flag.gif,"Switzerland, situated in the heart of Europe, is famous for its breathtaking Alpine landscapes, including the Matterhorn and Lake Geneva, chocolate and cheese production, precision engineering, and its status as a neutral country."
Syrian Arab Republic,760,https://www.worldometers.info//img/flags/small/tn_sy-flag.gif,"The Syrian Arab Republic, located in the Middle East, is known for its rich history and archaeological sites such as Palmyra and Aleppo, ancient souks, diverse landscapes, and the ongoing Syrian civil war and humanitarian crisis."
Tajikistan,762,https://www.worldometers.info//img/flags/small/tn_ti-flag.gif,"Tajikistan, located in Central Asia, is known for its stunning mountain scenery in the Pamir and Tian Shan ranges, historical sites like the ancient city of Penjikent, and its vibrant culture influenced by Persian, Turkic, and Russian traditions."
"Tanzania, United Republic of",834,https://www.worldometers.info//img/flags/small/tn_tz-flag.gif,"Tanzania, located in East Africa, is known for its iconic natural wonders, including Mount Kilimanjaro, Serengeti National Park with its annual wildebeest migration, Zanzibar's white-sand beaches, and its rich cultural heritage with over 120 ethnic groups."
Thailand,764,https://www.worldometers.info//img/flags/small/tn_th-flag.gif,"Thailand, located in Southeast Asia, is known for its vibrant street life, ancient temples like Wat Arun and Wat Phra Kaew, stunning islands like Phuket and Koh Phi Phi, and its unique cuisine, including dishes like pad Thai and green curry."
Timor-Leste,626,https://www.worldometers.info//img/flags/small/tn_tt-flag.gif,"Timor-Leste, located in Southeast Asia, is known for its beautiful beaches, diverse marine life in the Coral Triangle, historical sites like the Cidade Velha, and its struggle for independence and nation-building."
Togo,768,https://www.worldometers.info//img/flags/small/tn_to-flag.gif,"Togo, located in West Africa, is known for its palm-fringed beaches along the Gulf of Guinea, traditional voodoo practices, the vibrant markets of Lomé, and its unique music and dance traditions."
Trinidad and Tobago,780,https://www.worldometers.info//img/flags/small/tn_td-flag.gif,"Trinidad and Tobago, twin islands in the Caribbean, are known for their lively Carnival celebrations, pristine beaches, diverse wildlife in the Caroni Bird Sanctuary, and their contributions to calypso and soca music."
Tunisia,788,https://www.worldometers.info//img/flags/small/tn_ts-flag.gif,"Tunisia, located in North Africa, is known for its ancient ruins such as Carthage and El Djem, beautiful Mediterranean coastline, the Sahara Desert, and its blend of Arab and French influences in culture and cuisine."
Turkey,792,https://www.worldometers.info//img/flags/small/tn_tu-flag.gif,"Turkey, located at the crossroads of Europe and Asia, is known for its rich history, including the ancient city of Troy and the Byzantine architecture of Istanbul, stunning landscapes like Cappadocia, and its delicious cuisine, including kebabs and baklava."
Turkmenistan,795,https://www.worldometers.info//img/flags/small/tn_tx-flag.gif,"Turkmenistan, situated in Central Asia, is known for its vast deserts, including the Karakum Desert, the ancient Silk Road cities of Merv and Nisa, and its eccentric and autocratic political system."
Uganda,800,https://www.worldometers.info//img/flags/small/tn_ug-flag.gif,"Uganda, located in East Africa, is known for its diverse wildlife, including gorillas in Bwindi Impenetrable National Park, the source of the Nile River at Jinja, vibrant markets, and its friendly and welcoming people."
Ukraine,804,https://www.worldometers.info//img/flags/small/tn_up-flag.gif,"Ukraine, located in Eastern Europe, is known for its historical sites, including Kyiv's golden-domed churches and Lviv's old town, beautiful landscapes like the Carpathian Mountains, and its complex political and cultural history."
United Arab Emirates,784,https://www.worldometers.info//img/flags/small/tn_ae-flag.gif,"The United Arab Emirates, situated in the Arabian Peninsula, is known for its modern cities like Dubai and Abu Dhabi with their futuristic architecture and luxury shopping, stunning desert landscapes, and its role as a global business and tourism hub."
United Kingdom,826,https://www.worldometers.info//img/flags/small/tn_uk-flag.gif,"The United Kingdom, consisting of Great Britain and Northern Ireland, is known for its iconic landmarks like Big Ben and Stonehenge, historic castles, diverse cultural heritage, and its contributions to literature, music, and scientific advancements."
United States,840,https://www.worldometers.info//img/flags/small/tn_us-flag.gif,"The United States, a vast country in North America, is known for its diverse landscapes, including the Grand Canyon and Yellowstone National Park, iconic cities like New York and Los Angeles, cultural diversity, and as a global economic and political powerhouse."
Uruguay,858,https://www.worldometers.info//img/flags/small/tn_uy-flag.gif,"Uruguay, located in South America, is known for its beautiful beaches along the Atlantic coast, historic colonial towns like Colonia del Sacramento, its gaucho culture, and as a progressive and liberal country in the region."
Uzbekistan,860,https://www.worldometers.info//img/flags/small/tn_uz-flag.gif,"Uzbekistan, located in Central Asia, is known for its rich Islamic architecture, including the cities of Samarkand and Bukhara, the Silk Road heritage, beautiful landscapes like the Aral Sea, and its traditional crafts such as ceramics and silk weaving."
Vanuatu,548,https://www.worldometers.info//img/flags/small/tn_nh-flag.gif,"Vanuatu, an archipelago in the South Pacific, is known for its pristine coral reefs, active volcanoes like Mount Yasur, traditional Melanesian culture, and as a popular destination for adventure tourism."
"Venezuela, Bolivarian Republic of",862,https://www.worldometers.info//img/flags/small/tn_ve-flag.gif,"Venezuela, located in northern South America, is known for its stunning natural landscapes, including Angel Falls (the world's highest waterfall) and the beautiful Caribbean coastline, rich biodiversity, and its challenges related to political instability and economic crisis."
Viet Nam,704,https://www.worldometers.info//img/flags/small/tn_vm-flag.gif,"Vietnam, located in Southeast Asia, is known for its bustling cities like Hanoi and Ho Chi Minh City, beautiful landscapes including Halong Bay and the Mekong Delta, delicious cuisine like pho and banh mi, and its rich history shaped by colonialism and the Vietnam War."
Yemen,887,https://www.worldometers.info//img/flags/small/tn_ym-flag.gif,"Yemen, located in the Arabian Peninsula, is known for its ancient cities like Sana'a and Shibam, stunning landscapes including Socotra Island, and its ongoing humanitarian crisis and political instability."
Zambia,894,https://www.worldometers.info//img/flags/small/tn_za-flag.gif,"Zambia, located in southern Africa, is known for its magnificent Victoria Falls, diverse wildlife in national parks like South Luangwa and Lower Zambezi, vibrant traditional ceremonies, and its role as a safe haven for refugees during regional conflicts."
Zimbabwe,716,https://www.worldometers.info//img/flags/small/tn_zi-flag.gif,"Zimbabwe, situated in southern Africa, is known for its iconic landmarks like Victoria Falls and Great Zimbabwe, diverse wildlife in Hwange National Park, rich cultural heritage, and its challenging economic and political situation."
